year,month,day,hour,weekday,USD_buy,USD_sell,HKD_buy,HKD_sell,GBP_buy,GBP_sell,AUD_buy,AUD_sell,CAD_buy,CAD_sell,SGD_buy,SGD_sell,CHF_buy,CHF_sell,JPY_buy,JPY_sell,ZAR_buy,ZAR_sell,SEK_buy,SEK_sell,NZD_buy,NZD_sell,THB_buy,THB_sell,PHP_buy,PHP_sell,IDR_buy,IDR_sell,EUR_buy,EUR_sell,KRW_buy,KRW_sell,VND_buy,VND_sell,MYR_buy,MYR_sell,CNY_buy,CNY_sell
2026,1,1,1,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,3,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,4,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,5,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,6,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,7,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,8,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,9,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,10,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,11,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,12,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
2026,1,1,13,3,31.02,31.69,31.02,31.69,3.881,4.085,3.881,4.085,41.15,43.27,41.15,43.27,20.58,21.36,20.58,21.36,22.41,23.32,22.41,23.32,23.86,24.77,23.86,24.77,38.84,40.04,38.84,40.04,0.1914,0.2042,0.1914,0.2042,0,0,0,0,0,0
