year,month,day,hour,weekday,USD_buy,USD_sell,HKD_buy,HKD_sell,GBP_buy,GBP_sell,AUD_buy,AUD_sell,CAD_buy,CAD_sell,SGD_buy,SGD_sell,CHF_buy,CHF_sell,JPY_buy,JPY_sell,ZAR_buy,ZAR_sell,SEK_buy,SEK_sell,NZD_buy,NZD_sell,THB_buy,THB_sell,PHP_buy,PHP_sell,IDR_buy,IDR_sell,EUR_buy,EUR_sell,KRW_buy,KRW_sell,VND_buy,VND_sell,MYR_buy,MYR_sell,CNY_buy,CNY_sell
2025,8,1,1,4,29.625,30.295,29.625,30.295,3.668,3.872,3.668,3.872,38.42,40.54,38.42,40.54,18.9,19.68,18.9,19.68,21.17,22.08,21.17,22.08,22.52,23.43,22.52,23.43,36.05,37.25,36.05,37.25,0.1897,0.2025,0.1897,0.2025,0,0,0,0,0,0
2025,8,1,3,4,29.595,30.265,29.595,30.265,3.665,3.869,3.665,3.869,38.41,40.53,38.41,40.53,18.92,19.7,18.92,19.7,21.16,22.07,21.16,22.07,22.54,23.45,22.54,23.45,36.06,37.26,36.06,37.26,0.19,0.2028,0.19,0.2028,0,0,0,0,0,0
2025,8,1,4,4,29.595,30.265,29.595,30.265,3.665,3.869,3.665,3.869,38.39,40.51,38.39,40.51,18.91,19.69,18.91,19.69,21.15,22.06,21.15,22.06,22.53,23.44,22.53,23.44,36.02,37.22,36.02,37.22,0.1899,0.2027,0.1899,0.2027,0,0,0,0,0,0
2025,8,1,5,4,29.6,30.27,29.6,30.27,3.665,3.869,3.665,3.869,38.4,40.52,38.4,40.52,18.91,19.69,18.91,19.69,21.16,22.07,21.16,22.07,22.54,23.45,22.54,23.45,36.04,37.24,36.04,37.24,0.19,0.2028,0.19,0.2028,0,0,0,0,0,0
2025,8,1,6,4,29.605,30.275,29.605,30.275,3.666,3.87,3.666,3.87,38.42,40.54,38.42,40.54,18.9,19.68,18.9,19.68,21.15,22.06,21.15,22.06,22.55,23.46,22.55,23.46,36.08,37.28,36.08,37.28,0.19,0.2028,0.19,0.2028,0,0,0,0,0,0
2025,8,1,7,4,29.625,30.295,29.625,30.295,3.668,3.872,3.668,3.872,38.43,40.55,38.43,40.55,18.9,19.68,18.9,19.68,21.15,22.06,21.15,22.06,22.56,23.47,22.56,23.47,36.08,37.28,36.08,37.28,0.1902,0.203,0.1902,0.203,0,0,0,0,0,0
2025,8,1,8,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.38,40.5,38.38,40.5,18.92,19.7,18.92,19.7,21.15,22.06,21.15,22.06,22.55,23.46,22.55,23.46,35.98,37.18,35.98,37.18,0.1902,0.203,0.1902,0.203,0,0,0,0,0,0
2025,8,1,9,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.31,40.43,38.31,40.43,18.89,19.67,18.89,19.67,21.15,22.06,21.15,22.06,22.53,23.44,22.53,23.44,35.97,37.17,35.97,37.17,0.1903,0.2031,0.1903,0.2031,0,0,0,0,0,0
2025,8,1,10,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.28,40.4,38.28,40.4,18.89,19.67,18.89,19.67,21.14,22.05,21.14,22.05,22.53,23.44,22.53,23.44,35.97,37.17,35.97,37.17,0.1903,0.2031,0.1903,0.2031,0,0,0,0,0,0
2025,8,1,11,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.33,40.45,38.33,40.45,18.9,19.68,18.9,19.68,21.14,22.05,21.14,22.05,22.53,23.44,22.53,23.44,35.99,37.19,35.99,37.19,0.1905,0.2033,0.1905,0.2033,0,0,0,0,0,0
2025,8,1,12,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.3,40.42,38.3,40.42,18.89,19.67,18.89,19.67,21.15,22.06,21.15,22.06,22.53,23.44,22.53,23.44,35.96,37.16,35.96,37.16,0.1902,0.203,0.1902,0.203,0,0,0,0,0,0
2025,8,1,13,4,29.615,30.285,29.615,30.285,3.668,3.872,3.668,3.872,38.71,40.83,38.71,40.83,19.08,19.86,19.08,19.86,21.3,22.21,21.3,22.21,22.7,23.61,22.7,23.61,36.45,37.65,36.45,37.65,0.1932,0.206,0.1932,0.206,0,0,0,0,0,0
